Price,Company,Processor,Operating System,RAM,Display,Storage,Type,Warranty
129990,Acer,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,35.56 cm (14 inch) Touchscreen Display,1 TB SSD,N\A,1 Year International Travelers Warranty (ITW)
71990,ASUS,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,43.94 cm (17.3 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
57990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
64990,Acer,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,Swift,1 Year International Travelers Warranty (ITW)
93860,HP,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,16,33.78 cm (13.3 inch) Touchscreen Display,512 GB SSD,Envy,1 Year Onsite Warranty
131990,DELL,Intel Core i7 Processor,Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
80490,HP,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
109990,DELL,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Touchscreen Display,512 GB SSD,N\A,1-year Warranty
139990,DELL,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,33.02 cm (13 Inch) Touchscreen Display,512 GB SSD,XPS,
37990,HP,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
59990,MSI,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty Term
133990,Lenovo,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,
169990,MSI,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
